Date,Open,High,Low,Close,Adj Close,Volume
2022-11-14,1183.224976,1244.662476,1141.561890,1203.114502,1203.114502,14562166558
2022-11-15,1203.185669,1226.627563,1199.498535,1208.528809,1208.528809,11390767830
2022-11-16,1208.598877,1218.230103,1146.461304,1169.601685,1169.601685,11487744708
2022-11-17,1169.838501,1179.210815,1152.078491,1158.972412,1158.972412,9384875014
2022-11-18,1158.966187,1182.793335,1158.966187,1171.927002,1171.927002,7714158323
2022-11-19,1171.845093,1186.832397,1160.384521,1177.736206,1177.736206,5779079582
2022-11-20,1177.745361,1183.198486,1101.670654,1105.875732,1105.875732,9341900370
2022-11-21,1105.807129,1105.807129,1059.193970,1081.789185,1081.789185,13742641470
2022-11-22,1081.343018,1102.658447,1052.426514,1100.936523,1100.936523,11677524125
2022-11-23,1101.177246,1137.779907,1096.788818,1135.721313,1135.721313,10791541183
2022-11-24,1135.861084,1160.979004,1133.526978,1156.813599,1156.813599,9326096119
2022-11-25,1156.636963,1156.636963,1128.470703,1151.318970,1151.318970,5265576994
2022-11-26,1151.188843,1178.202026,1150.523926,1157.903198,1157.903198,4872208967
2022-11-27,1157.910278,1171.779541,1152.704834,1152.789551,1152.789551,4328025712
2022-11-28,1152.628906,1154.465820,1113.311401,1131.222900,1131.222900,7033766340
2022-11-29,1131.018188,1183.343384,1124.143799,1178.712402,1178.712402,7399665984
2022-11-30,1178.739014,1250.435059,1175.979614,1243.084961,1243.084961,9437555973
2022-12-01,1243.162598,1242.997314,1208.393677,1212.323608,1212.323608,6514304714
2022-12-02,1212.375610,1228.379272,1206.256958,1228.379272,1228.379272,5897159879
2022-12-03,1228.524658,1233.634277,1178.109009,1179.914917,1179.914917,5383260945
2022-12-04,1179.805054,1216.072144,1179.513306,1214.238892,1214.238892,4907319346
2022-12-05,1213.994385,1235.194458,1194.303833,1200.085205,1200.085205,5830823675
2022-12-06,1200.254272,1215.105103,1191.981812,1214.847778,1214.847778,4861872460
2022-12-07,1214.751587,1216.943726,1171.002075,1172.406616,1172.406616,5472021018
2022-12-08,1172.420288,1218.713013,1167.953125,1213.671997,1213.671997,5899435196
2022-12-09,1213.635010,1221.930176,1197.028809,1198.740479,1198.740479,5410358175
2022-12-10,1198.826416,1213.801147,1197.287354,1201.332520,1201.332520,3113884539
2022-12-11,1201.364502,1217.556885,1196.671143,1201.275513,1201.275513,3195502508
2022-12-12,1200.994995,1210.760864,1182.260132,1209.152100,1209.152100,4886538084
2022-12-13,1209.193237,1258.439087,1192.785156,1242.936646,1242.936646,8294923540
2022-12-14,1243.067749,1260.502563,1223.515015,1226.404907,1226.404907,7334960061
2022-12-15,1226.275879,1228.182739,1187.777832,1190.322021,1190.322021,5670646882
2022-12-16,1190.422363,1201.536499,1096.617432,1102.357788,1102.357788,8773321960
2022-12-17,1102.176147,1122.322998,1099.498169,1121.477783,1121.477783,4792353298
2022-12-18,1121.457886,1127.202393,1110.185303,1119.290527,1119.290527,3165087010
2022-12-19,1119.331177,1125.628662,1093.960693,1100.242310,1100.242310,4658395581
2022-12-20,1100.499390,1149.928589,1099.259277,1146.023438,1146.023438,6291442033
2022-12-21,1145.913208,1146.540649,1137.347290,1144.015869,1144.015869,3975382127
2022-12-22,1144.084351,1152.664795,1121.666016,1149.091675,1149.091675,4997020332
2022-12-23,1148.994751,1155.593506,1148.295532,1143.861572,1143.861572,4533442517
2022-12-24,1143.822632,1148.302002,1140.265259,1144.774292,1144.774292,2461905837
2022-12-25,1144.795776,1146.995239,1133.447632,1147.690552,1147.690552,3712193171
2022-12-26,1147.651123,1153.225830,1142.375610,1153.225830,1153.225830,3084824593
2022-12-27,1153.237793,1156.799683,1133.941040,1140.174561,1140.174561,3846546242
2022-12-28,1140.122803,1140.012451,1116.936279,1119.576904,1119.576904,4696322522
2022-12-29,1119.599609,1130.266235,1118.218506,1127.142090,1127.142090,3876192461
2022-12-30,1127.117920,1127.496460,1110.633667,1118.049438,1118.049438,3781115735
2022-12-31,1118.168213,1123.469238,1113.321533,1115.715088,1115.715088,2814072444
2023-01-01,1115.661499,1125.114746,1112.092529,1121.744385,1121.744385,2241382418
2023-01-02,1121.873779,1143.637695,1115.912476,1137.670532,1137.670532,3527080958
2023-01-03,1137.752319,1143.975952,1143.527100,1151.962646,1151.962646,3217521542
2023-01-04,1151.905518,1193.100464,1148.826050,1184.741211,1184.741211,6038532556
2023-01-05,1184.701660,1185.385620,1180.071655,1188.484375,1188.484375,3803513944
2023-01-06,1188.503784,1196.045410,1182.728394,1190.360107,1190.360107,4667418805
2023-01-07,1190.398315,1193.554321,1183.730103,1185.604858,1185.604858,2405600831
2023-01-08,1185.521973,1207.321777,1181.812988,1207.321777,1207.321777,3277792237
2023-01-09,1207.407349,1248.936279,1207.769897,1231.326782,1231.326782,7444987499
2023-01-10,1231.192993,1250.184814,1229.502930,1244.665039,1244.665039,5429214747
2023-01-11,1244.572632,1289.222900,1230.664917,1289.222900,1289.222900,5865788316
2023-01-12,1305.402832,1319.741211,1281.339844,1305.664673,1305.664673,11261794123
2023-01-13,1305.671875,1347.597900,1294.246094,1338.324951,1338.324951,7084446549
2023-01-14,1338.153198,1441.432861,1337.747559,1430.078979,1430.078979,14243204001
2023-01-15,1430.101685,1435.837158,1402.584961,1434.459961,1434.459961,6259608305
2023-01-16,1434.496704,1473.543091,1412.936035,1455.784790,1455.784790,7805459948
2023-01-17,1456.037720,1466.991089,1435.077271,1453.126709,1453.126709,7043410094
2023-01-18,1452.990356,1472.094116,1395.443359,1403.520142,1403.520142,9589717049
2023-01-19,1403.281738,1437.872681,1402.476440,1433.107544,1433.107544,5937730920
2023-01-20,1432.938721,1526.098999,1426.059570,1525.977905,1525.977905,7841465836
2023-01-21,1525.933716,1539.138306,1495.592651,1495.873291,1495.873291,8144654321
2023-01-22,1496.101074,1527.923340,1483.292969,1498.832886,1498.832886,6919880104
2023-01-23,1498.988159,1506.395386,1480.306274,1497.730469,1497.730469,7602024464
2023-01-24,1497.359985,1507.022583,1425.215332,1429.401611,1429.401611,7511799003
2023-01-25,1429.588257,1495.562622,1405.549561,1475.797119,1475.797119,9705172616
2023-01-26,1475.220093,1490.145630,1459.927368,1471.635254,1471.635254,7706815438
2023-01-27,1471.611450,1487.314209,1437.488159,1470.041870,1470.041870,7473175731
2023-01-28,1470.013306,1475.793457,1439.770630,1446.250244,1446.250244,5337921783
2023-01-29,1446.429077,1521.688354,1443.076904,1514.135498,1514.135498,8095437459
2023-01-30,1514.128296,1514.781128,1425.657837,1444.487305,1444.487305,8460902850
2023-01-31,1444.573364,1472.095581,1440.456177,1460.807251,1460.807251,6063334386
2023-02-01,1460.763672,1492.827026,1436.748657,1490.803589,1490.803589,7370484273
2023-02-02,1490.416138,1560.774048,1490.038574,1506.913330,1506.913330,9682150989
2023-02-03,1506.604370,1542.412354,1500.011108,1540.638794,1540.638794,7560482103
2023-02-04,1540.385864,1563.257690,1525.316650,1541.946411,1541.946411,5404762658
2023-02-05,1542.045654,1544.150635,1498.671631,1512.284424,1512.284424,6419980973
2023-02-06,1512.283936,1540.516968,1502.297241,1506.400513,1506.400513,6449569713
2023-02-07,1506.179199,1560.213989,1504.950562,1558.155151,1558.155151,7483487813
2023-02-08,1558.063599,1573.504761,1525.120117,1540.508301,1540.508301,7284923814
2023-02-09,1540.849365,1543.666992,1431.304199,1439.964478,1439.964478,9800314475
2023-02-10,1440.111816,1446.646484,1409.488159,1417.288818,1417.288818,7856470156
2023-02-11,1417.356934,1442.049683,1412.870850,1440.732422,1440.732422,4737809378
2023-02-12,1440.591309,1444.399292,1405.856445,1418.913940,1418.913940,4982195806
2023-02-13,1418.804688,1426.948853,1372.182129,1404.509888,1404.509888,8726064214
2023-02-14,1404.347900,1451.131348,1395.271362,1450.208984,1450.208984,8615858910
2023-02-15,1450.106445,1565.986694,1441.307739,1565.484741,1565.484741,9367242652
2023-02-16,1565.598389,1622.998657,1535.854736,1537.720825,1537.720825,11912027488
2023-02-17,1537.920044,1604.849365,1534.511719,1581.475220,1581.475220,9147081217
2023-02-18,1581.436401,1591.293823,1571.101685,1578.706055,1578.706055,5124285196
2023-02-19,1578.576172,1604.020508,1566.667725,1573.782227,1573.782227,6513584808
2023-02-20,1574.625366,1606.071045,1554.032715,1593.908203,1593.908203,7211497999
2023-02-21,1594.023071,1606.926758,1542.066040,1556.630859,1556.630859,8188194641
2023-02-22,1556.729004,1561.897339,1510.692749,1549.408081,1549.408081,8664700575
2023-02-23,1549.471191,1576.449829,1539.135986,1557.974731,1557.974731,8505006820
2023-02-24,1557.806030,1566.108521,1501.447998,1519.525024,1519.525024,8416980204
2023-02-25,1519.794434,1519.989868,1482.744385,1508.550293,1508.550293,5351322525
2023-02-26,1508.404785,1558.745239,1504.273315,1554.762817,1554.762817,5427558452
2023-02-27,1554.712158,1570.673462,1523.173462,1540.434326,1540.434326,6823896750
2023-02-28,1540.600220,1551.454468,1514.861816,1518.340088,1518.340088,5978903766
2023-03-01,1518.477417,1559.177979,1515.410889,1559.177979,1559.177979,7219133949
2023-03-02,1559.286133,1566.812134,1530.975098,1554.311646,1554.311646,6681160437
2023-03-03,1554.536621,1555.598633,1460.035645,1474.573486,1474.573486,9324097793
2023-03-04,1474.677368,1480.653076,1458.193481,1472.465088,1472.465088,4124460545
2023-03-05,1472.705078,1488.708008,1465.915283,1472.329346,1472.329346,4725181143
2023-03-06,1472.248779,1478.848145,1463.150757,1466.702759,1466.702759,4908183713
2023-03-07,1466.727051,1477.716919,1456.477783,1480.737549,1480.737549,6497756980
2023-03-08,1480.780029,1486.953247,1454.235840,1454.235840,1454.235840,6759179717
2023-03-09,1454.182251,1464.378418,1345.338135,1359.015015,1359.015015,8934298915
2023-03-10,1454.182251,1464.518921,1345.338135,1359.015015,1359.015015,8934298915
2023-03-11,1359.109009,1359.109009,1301.583008,1341.113403,1341.113403,11884942937
2023-03-12,1341.059570,1394.014282,1340.705200,1392.586182,1392.586182,14011255378
2023-03-13,1392.412720,1502.568726,1372.856079,1488.825928,1488.825928,10748433623
2023-03-14,1489.329834,1583.890991,1473.255615,1567.009155,1567.009155,14652076030
2023-03-15,1566.996338,1659.417480,1557.310425,1588.099609,1588.099609,15065004599
2023-03-16,1589.668457,1603.400391,1532.526855,1565.136963,1565.136963,12016352240
2023-03-17,1565.280151,1594.772949,1547.864624,1580.237183,1580.237183,8823487648
2023-03-18,1580.313721,1673.479858,1570.864990,1667.100830,1667.100830,11595347331
2023-03-19,1668.130615,1709.370117,1625.226196,1634.874756,1634.874756,9575258866
2023-03-20,1636.084473,1723.992432,1636.084473,1671.774658,1671.774658,8586088652
2023-03-21,1671.624634,1695.291870,1612.180908,1618.959351,1618.959351,10242173890
2023-03-22,1619.236084,1703.912354,1610.365112,1677.089478,1677.089478,9986481033
2023-03-23,1675.415283,1687.615723,1581.168457,1598.786499,1598.786499,11485999481
2023-03-24,1598.256470,1700.291504,1591.462402,1676.462036,1676.462036,10164483836
2023-03-25,1675.921753,1680.844849,1607.608887,1625.810059,1625.810059,10127339504
2023-03-26,1625.276123,1635.673828,1592.967285,1618.126587,1618.126587,6137748883
2023-03-27,1618.198242,1667.469238,1615.730591,1647.536865,1647.536865,6485864338
2023-03-28,1647.355469,1654.723145,1568.375122,1587.459961,1587.459961,7945116381
2023-03-29,1587.336548,1651.022705,1574.044922,1635.524170,1635.524170,7700615387
2023-03-30,1635.629639,1685.009644,1635.629639,1653.640869,1653.640869,8426067599
2023-03-31,1653.958130,1686.791626,1621.102173,1644.042114,1644.042114,8917918033
2023-04-01,1644.851807,1695.046387,1636.735474,1676.579224,1676.579224,8419030524
2023-04-02,1676.286743,1693.281250,1666.545898,1669.069092,1669.069092,5112900496
2023-04-03,1675.815430,1678.701904,1636.128906,1662.240234,1662.240234,5738920711
2023-04-04,1661.513062,1687.749146,1633.691162,1659.790894,1659.790894,8842048318
2023-04-05,1659.648682,1732.159912,1653.407471,1707.499878,1707.499878,9489623344
2023-04-06,1707.463379,1767.555786,1701.722168,1750.968750,1750.968750,9464417493
2023-04-07,1750.995728,1751.113403,1704.934082,1715.156982,1715.156982,7567141866
2023-04-08,1714.984375,1724.261353,1691.096558,1696.609375,1696.609375,7599065070
2023-04-09,1695.739136,1708.860596,1681.637329,1682.203613,1682.203613,4562612658
2023-04-10,1682.361938,1718.026245,1663.286865,1703.816528,1703.816528,5829243924
2023-04-11,1704.140381,1764.615967,1704.389893,1758.280273,1758.280273,7709589451
2023-04-12,1758.435181,1779.589844,1728.327637,1733.353638,1733.353638,8132042230
2023-04-13,1733.133789,1755.858032,1702.428467,1746.487793,1746.487793,10012108474
2023-04-14,1743.774536,1830.539307,1729.277954,1821.067993,1821.067993,11352706657
2023-04-15,1822.240723,1922.383789,1820.175049,1892.768677,1892.768677,14678345398
2023-04-16,1892.751465,1901.270386,1870.140869,1884.680664,1884.680664,7238430792
2023-04-17,1884.513306,1945.184082,1870.598389,1929.989746,1929.989746,7190217746
2023-04-18,1929.985474,1930.007202,1884.713745,1900.511841,1900.511841,8832210776
2023-04-19,1900.156982,1933.816284,1883.117432,1917.553345,1917.553345,8322476165
2023-04-20,1917.014893,1917.693359,1761.546387,1768.108643,1768.108643,12582133994
2023-04-21,1768.121948,1801.692871,1750.606934,1771.603760,1771.603760,10324689864
2023-04-22,1771.888428,1783.123657,1663.075928,1667.192139,1667.192139,10854119588
2023-04-23,1666.549194,1700.339355,1663.451660,1689.026733,1689.026733,6281838665
2023-04-24,1688.975220,1696.237183,1673.413208,1694.036987,1694.036987,6011221835
2023-04-25,1694.058228,1718.078735,1641.786255,1666.529053,1666.529053,7631221785
2023-04-26,1666.028809,1710.546509,1643.553223,1700.444580,1700.444580,7904198791
2023-04-27,1699.893677,1775.511353,1624.278687,1689.918213,1689.918213,12997866269
2023-04-28,1690.035034,1756.944824,1686.825195,1730.297729,1730.297729,12698258100
2023-04-29,1730.738892,1748.551636,1700.550903,1700.801270,1700.801270,6912584472
2023-04-30,1700.848145,1722.734497,1696.737061,1715.494019,1715.494019,4310625762
2023-05-01,1715.336182,1742.005859,1704.600098,1704.600098,1704.600098,5939224350
2023-05-02,1697.304443,1713.818481,1648.241943,1670.152832,1670.152832,7863936777
2023-05-03,1669.944824,1708.479614,1660.150391,1699.035889,1699.035889,6844848540
2023-05-04,1698.943115,1730.091064,1672.374634,1720.744385,1720.744385,7504350685
2023-05-05,1721.211548,1732.913574,1696.351440,1703.432495,1703.432495,5967886803
2023-05-06,1703.549561,1789.665283,1703.143188,1779.614258,1779.614258,8472544115
2023-05-07,1779.987427,1799.683228,1668.598877,1695.016846,1695.016846,8584029021
2023-05-08,1694.745483,1725.145874,1699.959229,1699.959229,1699.959229,6247700759
2023-05-09,1699.413452,1711.320557,1652.260498,1681.436279,1681.436279,8998161296
2023-05-10,1681.452881,1697.258057,1666.303101,1685.963013,1685.963013,5590241263
2023-05-11,1685.607666,1715.167480,1636.815063,1677.561768,1677.561768,9055721280
2023-05-12,1677.644409,1677.644409,1624.984741,1646.314819,1646.314819,7655498388
2023-05-13,1645.110596,1656.737549,1594.647949,1652.710815,1652.710815,8270044296
2023-05-14,1653.035645,1660.059082,1634.845581,1642.162720,1642.162720,4249263832
2023-05-15,1642.156372,1667.192139,1650.737061,1658.972656,1658.972656,4340885560
2023-05-16,1658.853027,1696.679565,1647.152222,1671.540649,1671.540649,6206730818
2023-05-17,1670.873291,1684.307861,1652.960938,1678.780884,1678.780884,5150090389
2023-05-18,1678.732056,1689.508667,1649.666382,1681.002563,1681.002563,5861044206
2023-05-19,1681.195068,1692.463379,1647.815552,1672.122925,1672.122925,5265033735
2023-05-20,1671.441650,1687.925781,1669.564941,1675.467163,1675.467163,4433284518
2023-05-21,1675.630249,1690.787720,1671.267944,1682.900879,1682.900879,2728593424
2023-05-22,1682.586670,1689.782227,1665.622192,1667.311157,1667.311157,3129232187
2023-05-23,1667.598022,1688.903320,1656.472778,1681.225220,1681.225220,4194741575
2023-05-24,1681.453003,1729.918945,1680.208008,1721.885132,1721.885132,6332754791
2023-05-25,1721.809937,1721.809937,1652.992676,1673.648438,1673.648438,6602777992
2023-05-26,1673.411377,1693.865479,1641.255615,1684.100586,1684.100586,5895146479
2023-05-27,1683.887695,1713.172119,1676.195313,1704.064575,1704.064575,5079900377
2023-05-28,1703.958252,1711.048584,1693.630005,1706.327637,1706.327637,2997516981
2023-05-29,1706.309326,1786.540283,1701.061646,1782.355469,1782.355469,5931761401
2023-05-30,1780.847656,1797.185791,1753.607788,1768.134888,1768.134888,5496286050
2023-05-31,1768.149048,1785.801270,1757.635742,1771.427856,1771.427856,4997798003
2023-06-01,1771.494629,1777.011841,1737.405640,1752.593018,1752.593018,5596416909
2023-06-02,1752.391357,1765.296997,1726.841064,1730.625732,1730.625732,5241525435
2023-06-03,1730.832397,1783.682373,1721.201172,1780.233398,1780.233398,5691636136
2023-06-04,1780.386597,1781.694702,1759.912231,1766.377808,1766.377808,3241021119
2023-06-05,1766.364502,1782.848877,1760.067505,1767.356079,1767.356079,3502941599
2023-06-06,1767.266357,1768.304688,1660.702393,1691.519287,1691.519287,8632600763
2023-06-07,1690.355225,1773.491577,1686.969116,1761.429810,1761.429810,8135978869
2023-06-08,1761.315796,1769.101685,1703.268433,1711.380859,1711.380859,7396848785
2023-06-09,1711.490723,1726.276367,1708.733643,1712.360107,1712.360107,4206970233
2023-06-10,1712.152344,1722.401611,1701.906860,1711.996460,1711.996460,4289544159
2023-06-11,1712.151611,1716.239136,1601.491211,1629.595093,1629.595093,10032550183
2023-06-12,1629.728027,1651.979248,1619.110840,1631.077759,1631.077759,4241019109
2023-06-13,1630.761597,1631.092407,1604.840820,1619.096680,1619.096680,5604151805
2023-06-14,1618.967896,1632.143311,1601.275146,1611.769531,1611.769531,5759356879
2023-06-15,1611.966553,1618.631836,1511.358398,1522.126953,1522.126953,6882373575
2023-06-16,1522.107666,1531.732666,1497.785278,1521.612305,1521.612305,6695347560
2023-06-17,1521.512573,1578.682251,1512.995239,1566.803711,1566.803711,5732690129
2023-06-18,1566.806274,1612.524658,1564.505493,1576.419189,1576.419189,4449583610
2023-06-19,1576.409668,1592.875732,1570.090942,1572.236206,1572.236206,3490690373
2023-06-20,1572.170288,1598.150757,1562.187378,1590.724609,1590.724609,4769887132
2023-06-21,1590.010986,1642.266724,1573.428833,1641.135620,1641.135620,6566916885
2023-06-22,1641.021240,1727.336792,1638.225708,1720.381592,1720.381592,10672928282
2023-06-23,1719.278320,1757.462891,1704.046997,1709.579346,1709.579346,7738210454
